Country	Sector	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024
Liechtenstein	Professional, scientific and technical activities; administrative and support service activities																	907.90	897.60	846.50	890.10	942.60	1206.80	1121.80		
Liechtenstein	Public administration, defence, education, human health and social work activities																	560.90	502.30	483.40	507.80	547.60	566.50	618.20		
Liechtenstein	Real estate activities																	337.60	323.80	328.90	358.00	347.20	357.20	459.60		
Liechtenstein	Total - all NACE activities														4652.70	4856.20	5416.20	5453.20	5493.00	5441.80	5553.80	5430.50	6423.70	6758.60		
Liechtenstein	Wholesale and retail trade, transport, accommodation and food service activities																	402.50	497.10	601.70	418.10	538.50	558.40	782.50		
Lithuania	Agriculture, forestry and fishing	696.90	666.10	723.60	736.40	760.30	908.10	929.50	1008.30	1072.50	682.20	848.90	1093.20	1329.60	1232.60	1252.60	1286.70	1211.40	1500.50	1326.40	1538.30	1775.60	1924.70	2649.60	2003.80	2017.70
Lithuania	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	263.60	281.70	353.00	360.60	382.70	431.40	432.80	456.10	491.20	501.90	464.30	481.90	521.20	595.40	676.60	732.50	812.00	873.70	935.40	994.20	936.50	1019.60	1251.00	1432.10	1560.60
Lithuania	Construction	664.50	724.30	852.10	1037.60	1195.50	1480.60	2055.60	2915.80	3285.60	1601.00	1466.30	1884.70	1861.50	2119.10	2464.70	2514.90	2367.70	2531.30	2882.20	3237.20	3277.00	3582.30	4205.30	4877.50	5222.50
Lithuania	Financial and insurance activities	229.20	239.70	294.20	286.20	315.40	419.10	620.30	912.00	994.20	619.70	713.30	751.00	626.40	706.40	662.20	704.80	760.70	785.90	926.30	1045.10	1154.10	1515.20	2118.10	3218.30	3471.70
Lithuania	Industry (except construction)	2649.10	3001.60	3154.50	3625.10	4211.70	4757.20	5185.20	5691.40	6258.10	5148.00	5784.70	6923.70	7512.40	7514.60	7630.50	7580.50	7724.70	8341.90	8870.60	9198.90	9182.50	10507.60	13090.20	13007.80	13121.20
Lithuania	Information and communication	529.60	597.30	692.50	745.30	726.30	770.00	851.50	976.20	984.90	951.50	915.60	876.60	902.70	1013.10	1026.40	1159.80	1263.10	1397.20	1522.10	1717.70	1872.50	2174.00	2832.50	3481.60	3792.10
Lithuania	Professional, scientific and technical activities; administrative and support service activities	430.50	471.00	546.10	702.50	799.60	973.80	1145.90	1531.00	1671.50	1555.10	1410.90	1539.90	1683.00	1840.70	1971.50	2152.70	2354.20	2644.70	2924.40	3204.90	3146.90	3918.30	4692.90	5347.40	5782.00
Lithuania	Public administration, defence, education, human health and social work activities	1947.10	2068.40	2212.50	2310.10	2503.20	2711.80	3124.70	3565.30	4281.70	4259.50	3985.60	4149.90	4288.70	4466.80	4651.20	4851.00	5091.90	5369.20	5881.90	6572.70	7236.80	8049.00	9091.70	10309.90	11839.70
Lithuania	Real estate activities	752.70	803.90	851.20	898.70	1003.90	1194.80	1406.40	1727.70	2031.30	1785.10	1642.80	1694.70	1827.60	1945.40	2086.50	2222.60	2403.90	2555.20	2835.00	2888.60	3023.50	3223.40	3829.60	4362.00	4582.00
Lithuania	Total - all NACE activities	11114.00	12187.00	13502.20	14943.10	16498.30	19006.60	21725.40	26061.90	29313.00	24262.60	24707.50	27803.80	29870.70	31414.90	32738.00	33547.80	34789.70	37823.80	41189.10	44098.40	44905.00	50519.80	61113.60	66444.80	70221.10
Lithuania	Wholesale and retail trade, transport, accommodation and food service activities	2950.70	3333.10	3822.60	4240.60	4599.70	5359.90	5973.50	7278.20	8241.90	7158.60	7475.00	8408.20	9317.40	9980.90	10315.80	10342.30	10800.00	11824.10	13084.80	13700.90	13299.60	14605.80	17352.70	18404.60	18831.60
Luxembourg	Agriculture, forestry and fishing	137.20	133.80	172.70	121.80	150.90	108.00	106.50	136.70	123.10	91.10	113.80	111.30	134.00	128.60	150.00	121.10	120.40	136.40	140.70	134.10	129.30	142.30	185.80	172.00	149.00
Luxembourg	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	369.20	384.00	408.60	433.10	470.20	524.20	566.20	584.30	617.90	679.40	704.20	733.30	765.30	806.50	814.80	851.20	866.80	912.00	921.60	990.70	969.20	1135.30	1233.80	1342.30	1449.00
Luxembourg	Construction	1257.00	1338.20	1446.00	1487.40	1548.00	1524.00	1674.50	1920.70	1954.20	1917.10	2006.90	2045.70	2198.80	2289.80	2477.50	2584.50	2797.60	2806.30	2898.90	3328.10	3327.10	3503.00	3163.20	3719.20	3507.30
Luxembourg	Financial and insurance activities	5202.70	4932.10	5022.10	5293.30	6010.70	6968.50	9148.80	10018.10	10629.60	10022.50	11358.00	10799.20	11972.80	12579.90	13448.00	14405.70	13937.20	14339.50	14197.30	14217.10	14477.90	17451.70	18134.00	18113.10	20010.30
Luxembourg	Industry (except construction)	2571.20	2557.50	2582.80	2769.70	2804.20	2856.50	2946.10	3528.30	3169.00	2381.10	2656.60	2700.70	2652.40	2837.10	3121.60	3663.30	4001.30	3486.60	3705.60	3912.30	3988.90	4233.40	3830.00	4515.60	4250.50
Luxembourg	Information and communication	1283.20	1388.00	1341.00	1385.10	1449.20	1608.30	1746.70	2000.10	2134.60	2399.60	2504.50	2632.90	2825.20	2650.60	2795.40	3049.60	2885.20	2988.10	3134.60	3271.60	3347.10	3563.30	3751.40	4064.10	4179.30
Luxembourg	Professional, scientific and technical activities; administrative and support service activities	1482.00	1682.60	1874.80	1919.90	2179.60	2292.30	2647.70	3137.50	3646.00	3764.50	3857.40	4180.00	4324.00	4705.60	4678.20	5576.40	6785.30	7054.50	7418.10	7671.90	8548.80	9891.70	11165.90	12542.20	13206.20
Luxembourg	Public administration, defence, education, human health and social work activities	2767.40	3013.60	3312.30	3582.60	3931.20	4158.10	4399.80	4648.90	4948.90	5357.10	5692.60	6054.40	6449.00	6862.40	7186.10	7483.30	7698.20	8256.90	8919.50	9582.10	10377.80	11281.00	12262.50	13647.90	15341.30
Luxembourg	Real estate activities	1908.00	2139.30	2234.30	2363.80	2358.50	2618.40	2740.30	2926.50	3031.80	3058.40	3229.50	3352.40	3431.00	3856.10	4024.40	4189.50	4391.10	4613.10	4763.50	4844.70	4750.80	4960.40	4940.10	5421.00	5591.20
Luxembourg	Total - all NACE activities	20502.10	21424.20	22423.90	23474.60	25053.30	26894.00	30683.90	33658.40	35998.30	35116.90	38235.90	39801.10	41682.70	44019.40	46255.00	49537.30	51386.20	53011.50	54533.10	56495.20	58593.30	66274.10	69430.30	73990.80	78402.10
Luxembourg	Wholesale and retail trade, transport, accommodation and food service activities	3524.20	3855.10	4029.30	4118.10	4150.70	4235.70	4707.10	4757.30	5742.90	5446.10	6112.40	7191.20	6930.20	7302.70	7559.00	7612.60	7903.30	8418.20	8433.30	8542.60	8676.40	10112.10	10763.60	10453.20	10718.00
Malta	Agriculture, forestry and fishing	81.30	98.80	99.50	92.10	90.80	91.80	97.60	101.40	67.00	83.60	87.30	76.50	81.60	82.90	89.60	96.20	109.80	84.70	85.10	68.90	104.40	138.40	140.70	0.70	44.30
Malta	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	105.10	127.70	144.00	159.30	146.40	200.90	206.00	337.50	521.20	467.00	541.60	521.20	572.10	679.70	971.60	1176.70	1045.20	1437.00	1648.60	1317.00	1899.00	1873.80	1592.60	1720.10	1765.90
Malta	Construction	233.30	256.50	320.50	344.60	338.40	331.80	294.00	237.00	258.00	250.40	291.20	292.70	287.50	306.00	304.30	346.10	366.10	429.00	481.80	619.20	602.40	707.30	770.20	825.30	885.90
Malta	Financial and insurance activities	147.00	157.50	141.40	157.20	233.00	315.60	367.90	419.60	387.00	467.30	586.80	527.70	630.90	686.10	670.10	785.40	863.20	956.20	1031.50	1134.60	1250.40	1273.20	1334.80	1689.90	1783.60
Malta	Industry (except construction)	948.40	827.70	849.80	832.40	754.30	732.90	771.50	832.50	945.80	859.70	905.80	863.90	840.00	877.60	865.80	889.70	967.90	1007.10	1093.40	1141.80	1161.30	1298.10	1405.10	1600.40	1693.30
Malta	Information and communication	172.50	193.80	197.30	204.00	217.00	242.90	269.00	264.00	286.20	291.60	323.30	373.00	381.80	402.60	501.60	606.30	665.60	788.40	841.30	1002.90	1281.30	1631.60	1924.80	1995.60	2064.40
Malta	Professional, scientific and technical activities; administrative and support service activities	267.60	289.90	303.40	328.10	336.80	365.90	411.80	440.20	471.00	483.30	557.30	601.90	700.80	790.00	922.80	1148.50	1376.90	1723.30	1864.20	2126.30	2251.70	2656.50	3094.00	3633.60	3892.90
Malta	Public administration, defence, education, human health and social work activities	641.80	738.30	771.90	782.60	819.30	839.00	867.80	917.30	989.10	1053.20	1124.00	1185.70	1254.60	1336.40	1432.80	1550.40	1652.80	1781.80	1936.00	2145.50	2185.10	2490.80	2638.60	2830.50	3252.70
Malta	Real estate activities	221.30	231.40	243.50	261.50	274.50	275.10	296.10	303.50	335.30	368.60	401.70	425.20	457.40	498.80	510.00	603.60	701.70	805.80	876.80	1014.00	924.40	1059.00	1098.40	1554.10	1813.90
Malta	Total - all NACE activities	3898.20	4030.90	4180.20	4256.50	4307.30	4457.00	4676.00	5040.00	5492.30	5505.90	6053.20	6151.10	6592.60	7204.30	7913.50	9113.50	9678.90	11228.10	12209.50	13098.90	13157.80	15344.60	16961.10	19090.90	20769.00
Malta	Wholesale and retail trade, transport, accommodation and food service activities	1079.90	1109.20	1109.10	1094.90	1096.80	1061.10	1094.40	1187.10	1231.60	1181.20	1234.20	1283.40	1385.90	1544.10	1644.80	1910.70	1929.90	2214.80	2350.80	2528.70	1497.80	2215.80	2961.80	3240.60	3572.10
Montenegro	Agriculture, forestry and fishing							178.20	194.40	230.90	247.50	239.90	263.60	237.10	270.20	280.10	294.60	295.30	294.70	313.90	316.50	316.20	320.20	358.00	381.10	384.60
Montenegro	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies							31.30	27.70	31.10	39.30	53.80	59.70	63.50	69.70	70.30	88.10	98.20	104.60	128.80	121.70	107.30	109.20	144.40	169.80	187.00
Montenegro	Construction							76.40	156.60	197.30	164.60	154.60	160.60	147.90	123.90	118.00	137.40	218.40	241.20	266.40	318.30	254.30	234.40	230.20	223.80	229.30
Montenegro	Financial and insurance activities							65.20	103.40	118.40	116.60	136.60	144.80	131.10	147.70	164.00	168.10	175.00	176.00	186.10	186.60	178.00	198.50	234.20	291.10	312.60
Montenegro	Industry (except construction)							307.30	300.70	351.80	354.80	381.30	332.20	325.90	395.80	376.60	387.20	400.60	397.70	476.70	480.20	469.50	500.70	537.80	645.00	639.70
Montenegro	Information and communication							126.90	143.10	179.00	161.60	178.50	166.00	156.20	151.10	146.10	153.90	154.30	159.90	172.00	181.10	166.40	172.80	259.40	312.50	329.30
Montenegro	Professional, scientific and technical activities; administrative and support service activities							46.10	59.50	64.90	67.30	101.30	116.20	121.40	117.50	135.90	136.30	165.70	199.50	237.30	257.20	236.60	263.70	302.40	344.80	380.60
Montenegro	Public administration, defence, education, human health and social work activities							345.30	375.30	494.40	498.40	524.40	532.30	531.00	532.50	533.40	569.10	612.70	639.20	658.50	680.10	700.80	768.90	814.50	969.70	1026.20
Montenegro	Real estate activities							198.60	194.50	190.80	193.10	182.10	203.00	218.10	218.00	224.40	230.10	234.00	245.30	251.00	274.00	265.50	272.00	329.00	369.40	403.50
Montenegro	Total - all NACE activities							1773.50	2139.90	2494.30	2485.50	2608.50	2735.40	2668.20	2759.20	2799.50	3022.00	3271.00	3518.60	3816.10	4022.30	3467.50	4021.50	4769.90	5583.90	5887.70
Montenegro	Wholesale and retail trade, transport, accommodation and food service activities							398.20	584.90	635.80	642.30	655.90	757.10	736.10	732.70	750.60	857.30	916.70	1060.70	1125.40	1206.70	772.80	1181.10	1559.80	1876.70	1995.10
Netherlands	Agriculture, forestry and fishing	10449.00	10796.00	10498.00	10647.00	9965.00	10350.00	11513.00	11408.00	10762.00	9868.00	11496.00	10486.00	11170.00	12278.00	12222.00	12627.00	13424.00	14776.00	13855.00	14594.00	14185.00	14752.00	16318.00	18393.00	19415.00
Netherlands	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	9619.00	10302.00	10946.00	11226.00	11536.00	11846.00	12248.00	12895.00	13437.00	13768.00	14248.00	14811.00	14828.00	14878.00	15292.00	15785.00	16387.00	16927.00	17668.00	18683.00	15701.00	16310.00	20027.00	22265.00	24633.00
Netherlands	Construction	21482.00	23523.00	24770.00	24837.00	25118.00	26482.00	28306.00	30813.00	33104.00	33394.00	29984.00	29686.00	27183.00	25598.00	25828.00	26128.00	28180.00	29966.00	32629.00	36247.00	38666.00	41332.00	43981.00	48484.00	53301.00
Netherlands	Financial and insurance activities	29670.00	32053.00	33803.00	35672.00	36164.00	37327.00	37104.00	37202.00	36978.00	44177.00	51454.00	51549.00	54017.00	52022.00	55231.00	54915.00	52353.00	50940.00	50410.00	51649.00	52838.00	51072.00	51766.00	48271.00	49190.00
Netherlands	Industry (except construction)	73929.00	79279.00	78381.00	78313.00	80958.00	85690.00	91957.00	96428.00	102260.00	90014.00	91890.00	97062.00	100005.00	98777.00	94166.00	95632.00	93991.00	98589.00	103759.00	105749.00	103231.00	116527.00	141430.00	142262.00	143393.00
Netherlands	Information and communication	18133.00	20294.00	21821.00	23083.00	23458.00	24355.00	25794.00	28276.00	28914.00	27626.00	27843.00	27886.00	27633.00	27602.00	27924.00	28817.00	30005.00	31006.00	32358.00	34452.00	36960.00	39019.00	44323.00	47186.00	50212.00
Netherlands	Professional, scientific and technical activities; administrative and support service activities	53043.00	58649.00	58989.00	58916.00	60686.00	64043.00	69790.00	76609.00	82806.00	81068.00	79673.00	82734.00	83411.00	84211.00	88521.00	95888.00	102752.00	109098.00	116053.00	123794.00	117468.00	131034.00	145331.00	155979.00	167125.00
Netherlands	Public administration, defence, education, human health and social work activities	74184.00	80654.00	88798.00	94211.00	97381.00	100056.00	103804.00	107946.00	114815.00	122211.00	126482.00	128349.00	131202.00	133077.00	134807.00	135300.00	138906.00	142308.00	148427.00	155795.00	157030.00	169077.00	181780.00	196934.00	216213.00
Netherlands	Real estate activities	32538.00	26756.00	28919.00	31680.00	34306.00	35314.00	40557.00	45644.00	46840.00	37445.00	35788.00	36613.00	31700.00	33630.00	35816.00	36277.00	37535.00	41501.00	45337.00	46104.00	47533.00	50712.00	61450.00	75564.00	79521.00
Netherlands	Total - all NACE activities	405973.00	430475.00	449144.00	459576.00	473572.00	492241.00	522057.00	554653.00	580170.00	564180.00	575705.00	589169.00	593115.00	598320.00	609309.00	627626.00	644312.00	671934.00	703557.00	739508.00	726149.00	791730.00	888174.00	944801.00	1007338.00
Netherlands	Wholesale and retail trade, transport, accommodation and food service activities	82926.00	88169.00	92219.00	90991.00	94000.00	96778.00	100984.00	107432.00	110254.00	104609.00	106847.00	109993.00	111966.00	116247.00	119502.00	126257.00	130779.00	136823.00	143061.00	152441.00	142537.00	161895.00	181768.00	189463.00	204335.00
North Macedonia	Agriculture, forestry and fishing	413.40	403.80	431.30	506.10	528.90	489.90	491.90	544.40	775.00	701.70	719.40	705.40	690.60	817.20	871.40	882.50	885.80	790.30	910.10	915.90	929.90	845.90	964.10	966.40	921.40
North Macedonia	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	66.40	73.10	72.90	75.50	79.50	177.30	192.40	204.30	253.40	260.70	194.20	187.20	177.40	198.40	234.00	244.30	265.00	283.60	300.10	328.20	284.60	331.90	383.70	434.60	475.40
North Macedonia	Construction	230.50	214.60	225.10	287.20	321.60	266.20	377.90	356.90	382.00	381.40	395.70	393.60	433.80	580.10	593.20	644.20	667.40	650.90	581.30	634.00	575.80	656.10	792.80	880.10	900.50
North Macedonia	Financial and insurance activities	91.00	82.30	84.70	66.70	89.40	123.00	146.00	175.60	178.00	179.30	157.70	184.10	220.10	225.10	250.20	276.70	285.40	313.70	313.40	313.70	334.60	360.00	374.80	401.90	414.50
North Macedonia	Industry (except construction)	646.00	638.40	596.60	699.20	641.50	758.40	807.60	897.50	940.80	902.40	1100.00	1235.40	1165.10	1224.30	1360.90	1526.10	1646.60	1784.30	2002.70	2035.50	1892.20	2016.20	2256.40	2511.50	2595.60
North Macedonia	Information and communication	159.40	181.20	185.60	183.10	187.70	186.80	203.90	230.70	256.50	244.70	263.80	259.10	262.70	262.70	259.50	267.50	294.90	340.60	367.60	396.10	433.40	500.50	619.60	716.80	760.10
North Macedonia	Professional, scientific and technical activities; administrative and support service activities	88.40	91.50	84.10	86.60	82.00	76.70	89.40	137.70	191.80	202.20	219.90	233.60	241.40	260.70	275.70	292.30	326.00	358.20	387.30	427.60	393.20	461.40	554.20	664.50	750.20
North Macedonia	Public administration, defence, education, human health and social work activities	595.40	659.30	651.90	668.90	682.70	735.00	782.30	884.60	960.70	1033.70	1055.50	1080.70	1126.50	1043.70	1058.90	1125.80	1196.10	1216.90	1250.90	1336.80	1441.90	1512.60	1555.10	1737.10	1943.10
North Macedonia	Real estate activities	577.00	604.60	605.80	623.30	672.90	703.80	716.40	854.20	883.70	853.10	916.50	920.90	972.90	978.50	972.60	998.50	968.20	965.20	1075.40	1109.80	1134.00	1219.20	1484.40	1631.50	1802.80
North Macedonia	Total - all NACE activities	3451.60	3509.60	3496.40	3789.80	3972.90	4320.70	4757.40	5252.60	5829.60	5848.50	6131.40	6490.80	6560.60	7091.10	7434.20	7927.30	8370.80	8700.40	9330.30	9778.90	9535.10	10224.10	11478.00	12700.60	13544.90
North Macedonia	Wholesale and retail trade, transport, accommodation and food service activities	584.10	560.80	558.40	593.40	686.60	803.50	949.60	966.90	1007.70	1089.40	1108.70	1290.80	1270.10	1500.40	1557.80	1669.40	1835.40	1996.70	2141.70	2281.40	2115.50	2320.30	2492.90	2756.10	2981.40
Norway	Agriculture, forestry and fishing	3318.80	3007.10	3070.20	2549.80	2853.40	3389.90	3775.50	3533.80	3451.70	3455.30	4963.10	4704.60	4299.10	4960.20	5235.70	5182.80	6821.60	6836.40	6749.60	6508.30	5952.60	6802.30	9274.80	9288.60	9276.70
Norway	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	3537.00	3726.30	4389.00	4123.90	4160.10	4464.00	4708.60	5017.50	5074.70	4947.50	5623.70	5941.40	6458.50	6405.40	6325.30	6216.80	6003.70	6235.10	6252.10	6515.10	5479.60	6396.40	7240.00	6993.10	7331.80
Norway	Construction	6396.60	7015.70	8210.30	8160.90	8924.60	10510.50	12268.40	14519.40	15095.90	13932.90	15460.70	17386.20	20472.40	20374.90	20090.40	19691.40	19674.90	20879.70	21327.30	21907.00	20113.30	22448.20	24471.70	21295.90	20863.40
Norway	Financial and insurance activities	4963.60	5158.30	5677.60	7121.10	8155.10	8798.00	8453.30	10103.50	10221.40	11544.30	12498.40	12486.20	15991.00	17224.90	16798.00	16019.70	16622.50	17355.40	16338.50	15935.70	16522.60	17046.90	16766.40	17138.20	17883.30
Norway	Industry (except construction)	62057.10	62224.40	61817.10	60456.80	66760.60	85188.30	98478.40	96237.10	115032.30	83537.80	99469.50	118270.10	129085.10	123217.90	111135.00	90827.00	76015.80	87764.70	100325.30	86991.20	66672.00	138803.80	254319.20	153147.50	144272.30
Norway	Information and communication	6173.50	6711.30	7782.10	7687.70	7970.80	8907.00	9182.80	10118.40	10391.90	10022.30	11911.50	12655.10	13867.00	13872.70	13233.90	12755.90	12634.30	13072.00	13867.70	14861.30	13911.80	15616.20	16551.70	15558.30	15771.90
Norway	Professional, scientific and technical activities; administrative and support service activities	8470.70	9349.40	10372.50	10019.90	10308.50	12171.80	14000.00	17048.10	18581.80	17558.50	19674.90	21499.10	24977.70	25439.70	24743.40	22540.90	21436.80	22592.80	24230.50	25776.40	23461.80	25894.00	29889.10	28611.00	29948.10
Norway	Public administration, defence, education, human health and social work activities	30156.30	32713.60	37117.80	36764.00	37128.20	40835.40	43347.30	47115.70	50291.50	50862.90	58740.90	64242.10	71341.00	72018.10	71130.30	69932.20	70220.50	73074.60	74453.90	76255.20	71661.40	80450.60	86057.90	80888.00	84296.00
Norway	Real estate activities	10994.10	12052.80	13960.40	13410.50	13422.60	14886.90	16134.80	17200.00	17380.50	16611.10	19192.40	21025.20	22525.90	22524.20	22277.00	22463.10	22689.70	23066.20	23140.50	24018.90	21858.60	24861.30	28864.00	26741.40	27521.50
Norway	Total - all NACE activities	164094.60	171998.50	183868.10	179884.90	189797.40	222575.50	246806.70	261400.70	287180.60	249618.70	290082.20	322718.50	357769.30	354626.30	338688.20	311506.80	296813.20	316021.80	331776.50	324663.80	285154.20	383190.50	525399.60	406812.20	405923.70
Norway	Wholesale and retail trade, transport, accommodation and food service activities	28027.00	30039.60	31471.00	29590.40	30113.50	33423.80	36457.80	40507.10	41658.90	37146.10	42547.00	44508.40	48751.70	48588.10	47719.40	45877.00	44693.30	45144.80	45091.10	45894.70	39520.60	44870.70	51964.70	47150.30	48758.60
Poland	Agriculture, forestry and fishing	5983.20	7110.60	5934.00	5200.50	6902.70	7327.10	7565.40	9726.50	9711.30	8348.70	10521.90	12038.30	11574.10	12589.20	12143.70	10741.40	11220.90	14003.50	12173.60	12762.20	13659.70	13091.40	18568.10	20793.70	22010.80
Poland	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	3336.20	3930.20	4134.40	3731.00	3405.30	4421.30	4677.00	5249.90	6394.70	5597.80	5607.40	5690.20	6411.70	6580.80	6892.40	7241.20	6986.40	7633.10	8417.90	8440.30	8605.90	8478.10	9976.50	12613.80	14107.50
Poland	Construction	14034.00	15744.70	14309.90	12047.50	13790.80	16736.80	19222.00	22555.70	25938.60	24672.80	26976.00	31073.10	28726.10	27294.80	30233.50	33852.90	30236.50	31431.80	37179.60	39530.40	37861.40	35558.60	38647.50	46816.60	50356.50
Poland	Financial and insurance activities	7797.30	7813.80	6791.40	6012.40	6551.90	7886.90	8989.70	11474.20	15170.40	10769.00	12955.70	14530.40	13480.50	14230.10	15792.10	15194.90	15256.70	17546.40	19172.40	20170.60	19547.40	19332.30	30879.60	34725.70	39916.40
Poland	Industry (except construction)	39922.70	42746.40	41990.20	41104.00	46641.60	55010.70	61234.10	69473.50	79939.40	70567.30	80199.50	84285.10	88456.50	84595.60	92115.80	100191.40	100941.30	103703.30	108268.00	115705.30	114065.50	130515.20	154450.00	174179.00	172514.30
Poland	Information and communication	5858.20	7443.20	8221.30	7535.70	8713.00	9623.40	10265.40	11541.90	13737.10	11703.30	11128.00	11245.70	12231.70	12360.70	13400.30	14677.90	14783.90	16327.70	17768.40	19385.90	20720.90	25135.40	29587.10	33532.40	37229.60
Poland	Professional, scientific and technical activities; administrative and support service activities	10864.20	12834.60	12111.30	11031.20	11493.50	14065.90	16044.60	18833.40	22940.40	20464.00	22192.90	22902.00	24726.00	26411.70	28150.00	31536.80	30518.00	35801.00	39100.60	42188.20	41743.60	44586.20	47712.60	59018.50	69291.70
Poland	Public administration, defence, education, human health and social work activities	24019.30	29623.60	30369.70	27922.10	28225.70	33031.10	36528.90	40594.90	48258.90	42552.70	49380.40	50827.80	49773.20	52615.40	55148.80	55697.30	54863.60	59336.90	65187.40	69409.00	71791.60	80129.00	85921.80	101461.70	120116.80
Poland	Real estate activities	11101.70	12596.90	12630.30	11689.20	11492.70	13596.10	15280.90	16519.30	19080.90	15854.50	18676.70	19392.60	20233.00	20061.90	21211.00	21841.30	22619.20	23804.10	25039.10	30685.30	30977.00	32032.60	35187.30	39695.50	47384.00
Poland	Total - all NACE activities	166535.60	190238.80	186424.00	170307.80	183256.60	217058.40	241593.20	274429.80	320720.10	282249.30	317377.50	333465.50	343268.10	345870.20	362168.60	383948.80	377878.60	412150.80	441983.80	473955.70	469239.00	508282.20	590308.80	679422.10	751796.60
Poland	Wholesale and retail trade, transport, accommodation and food service activities	43618.80	50394.90	49931.60	44034.20	46039.60	55359.20	61785.20	68460.50	79548.40	71719.20	79738.90	81480.40	87655.30	89130.00	87081.00	92973.60	90452.20	102563.10	109676.90	115678.50	110266.00	119423.50	139378.40	156585.20	178869.20
Portugal	Agriculture, forestry and fishing	3993.40	4020.00	3881.60	3872.50	3961.70	3652.30	3746.10	3506.40	3517.20	3421.70	3489.90	3241.50	3236.00	3485.00	3423.20	3543.70	3582.90	3839.20	3932.20	4289.60	4303.90	4680.70	4648.40	5664.30	5623.50
Portugal	Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies	2627.10	2690.70	2977.60	3137.90	3289.40	3405.30	3568.20	3858.90	4218.70	4337.90	4494.20	4457.50	4340.90	4246.80	4350.30	4513.50	4593.40	4899.00	5059.20	5326.80	4502.00	4689.20	5878.70	6577.10	7014.50
Portugal	Construction	8602.80	9226.60	9479.40	9157.80	9465.00	9538.30	9682.10	10291.20	10528.80	9767.90	9244.90	8484.30	7173.90	6773.00	6304.40	6398.10	6523.80	6920.30	7541.10	8151.70	8352.20	8695.70	10048.20	11355.00	12367.50
Portugal	Financial and insurance activities	6529.00	7607.20	7767.30	8215.00	8800.50	9008.20	10669.70	11674.00	12601.90	10955.10	10367.90	10755.40	9214.20	8203.30	7948.20	7861.20	8084.50	7968.00	8363.70	8909.70	9255.80	9604.20	11430.90	16505.80	16167.70
Portugal	Industry (except construction)	22809.40	23554.80	24016.50	23896.90	24390.40	24365.50	25478.10	26829.40	25983.60	25064.80	26607.60	25601.40	24994.70	25455.80	26575.20	28751.80	29723.90	30714.00	32191.60	32357.00	30637.10	33115.40	34847.80	37413.40	40106.80
Portugal	Information and communication	4046.30	4422.40	4768.90	4893.60	5163.00	5341.40	5587.10	5798.70	5976.70	5984.70	5646.80	5629.30	5374.50	5197.80	5160.80	5317.10	5660.30	5946.90	6375.70	7140.60	7782.40	8499.80	10019.80	11215.00	12082.80
Portugal	Professional, scientific and technical activities; administrative and support service activities	7100.30	7285.10	7570.10	7903.40	8318.10	8858.60	9209.20	10333.50	11120.70	11082.60	11353.80	10906.80	10173.60	10315.70	11073.10	11203.40	11947.20	13085.00	14405.10	15425.60	14787.10	16535.80	20097.70	22019.70	23702.20
Portugal	Public administration, defence, education, human health and social work activities	22715.90	24558.40	26298.50	27523.60	28891.80	30710.90	31037.30	31724.60	32808.00	34128.20	33988.90	32130.90	29297.90	30647.20	30139.30	30632.60	31391.90	32490.60	33750.40	35169.90	35388.40	37509.30	39696.30	42645.10	45423.70
Portugal	Real estate activities	8595.00	8798.40	9679.70	10456.70	10940.70	11922.30	12484.40	13958.20	14671.90	15243.60	16723.40	16538.20	17376.00	18578.30	18862.50	19100.20	20173.90	21214.20	22163.30	23260.50	23562.40	24399.80	25585.50	25054.40	27423.30
Portugal	Total - all NACE activities	112482.80	119059.00	124675.00	127682.60	133071.70	137401.00	143475.00	152061.80	156036.80	155410.30	158032.30	154178.00	147300.50	149851.50	151138.90	156080.70	161745.00	169071.40	177157.30	185473.90	175104.30	187361.50	211027.90	233135.50	247506.30
Portugal	Wholesale and retail trade, transport, accommodation and food service activities	25463.60	26895.30	28235.30	28625.00	29851.10	30598.50	32012.90	34086.80	34609.40	35423.70	36114.80	36432.50	36118.90	36948.70	37302.00	38758.90	40063.30	41994.20	43375.00	45442.50	36532.90	39631.50	48774.70	54685.70	57594.20
Romania	Agriculture, forestry and fishing	4406.10	5936.20	5523.30	6089.30	7674.40	6723.00	7603.00	7021.70	9238.00	7658.60	6642.70	8243.70	6325.70	7875.40	7448.70	7094.30	7189.30	8274.00	9268.80	9663.20	8986.20	11157.70	10743.30	12576.60	11593.80
